geoName,geoCode,value,topic,date
Columbus GA,522,0,Racial Inequality,2021-01-26
Dothan AL,606,0,Racial Inequality,2021-01-26
Jacksonville FL,561,0,Racial Inequality,2021-01-26
Macon GA,503,53,Racial Inequality,2021-01-26
Savannah GA,507,0,Racial Inequality,2021-01-26
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-26
Albany GA,525,100,Racial Inequality,2021-01-27
Atlanta GA,524,10,Racial Inequality,2021-01-27
Augusta GA,520,15,Racial Inequality,2021-01-27
Chattanooga TN,575,12,Racial Inequality,2021-01-27
Columbus GA,522,0,Racial Inequality,2021-01-27
Dothan AL,606,0,Racial Inequality,2021-01-27
Jacksonville FL,561,5,Racial Inequality,2021-01-27
Macon GA,503,18,Racial Inequality,2021-01-27
Savannah GA,507,21,Racial Inequality,2021-01-27
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-27
Albany GA,525,100,Racial Inequality,2021-01-28
Atlanta GA,524,18,Racial Inequality,2021-01-28
Augusta GA,520,0,Racial Inequality,2021-01-28
Chattanooga TN,575,0,Racial Inequality,2021-01-28
Columbus GA,522,52,Racial Inequality,2021-01-28
Dothan AL,606,0,Racial Inequality,2021-01-28
Jacksonville FL,561,29,Racial Inequality,2021-01-28
Macon GA,503,0,Racial Inequality,2021-01-28
Savannah GA,507,0,Racial Inequality,2021-01-28
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-28
Albany GA,525,0,Racial Inequality,2021-01-29
Atlanta GA,524,32,Racial Inequality,2021-01-29
Augusta GA,520,100,Racial Inequality,2021-01-29
Chattanooga TN,575,0,Racial Inequality,2021-01-29
Columbus GA,522,0,Racial Inequality,2021-01-29
Dothan AL,606,0,Racial Inequality,2021-01-29
Jacksonville FL,561,0,Racial Inequality,2021-01-29
Macon GA,503,0,Racial Inequality,2021-01-29
Savannah GA,507,69,Racial Inequality,2021-01-29
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-29
Albany GA,525,0,Racial Inequality,2021-01-30
Atlanta GA,524,100,Racial Inequality,2021-01-30
Augusta GA,520,0,Racial Inequality,2021-01-30
Chattanooga TN,575,0,Racial Inequality,2021-01-30
Columbus GA,522,0,Racial Inequality,2021-01-30
Dothan AL,606,0,Racial Inequality,2021-01-30
Jacksonville FL,561,0,Racial Inequality,2021-01-30
Macon GA,503,0,Racial Inequality,2021-01-30
Savannah GA,507,0,Racial Inequality,2021-01-30
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-30
Albany GA,525,0,Racial Inequality,2021-01-31
Atlanta GA,524,23,Racial Inequality,2021-01-31
Augusta GA,520,0,Racial Inequality,2021-01-31
Chattanooga TN,575,0,Racial Inequality,2021-01-31
Columbus GA,522,0,Racial Inequality,2021-01-31
Dothan AL,606,0,Racial Inequality,2021-01-31
Jacksonville FL,561,0,Racial Inequality,2021-01-31
Macon GA,503,100,Racial Inequality,2021-01-31
Savannah GA,507,59,Racial Inequality,2021-01-31
Tallahassee FL-Thomasville GA,530,0,Racial Inequality,2021-01-31
Albany GA,525,0,Volunteers/Donations,2021-01-01
Atlanta GA,524,13,Volunteers/Donations,2021-01-01
Augusta GA,520,100,Volunteers/Donations,2021-01-01
Chattanooga TN,575,0,Volunteers/Donations,2021-01-01
Columbus GA,522,0,Volunteers/Donations,2021-01-01
Dothan AL,606,0,Volunteers/Donations,2021-01-01
Jacksonville FL,561,0,Volunteers/Donations,2021-01-01
Macon GA,503,0,Volunteers/Donations,2021-01-01
Savannah GA,507,0,Volunteers/Donations,2021-01-01
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-01
Albany GA,525,0,Volunteers/Donations,2021-01-02
Atlanta GA,524,100,Volunteers/Donations,2021-01-02
Augusta GA,520,0,Volunteers/Donations,2021-01-02
Chattanooga TN,575,0,Volunteers/Donations,2021-01-02
Columbus GA,522,0,Volunteers/Donations,2021-01-02
Dothan AL,606,0,Volunteers/Donations,2021-01-02
Jacksonville FL,561,0,Volunteers/Donations,2021-01-02
Macon GA,503,0,Volunteers/Donations,2021-01-02
Savannah GA,507,0,Volunteers/Donations,2021-01-02
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-02
Albany GA,525,0,Volunteers/Donations,2021-01-03
Atlanta GA,524,100,Volunteers/Donations,2021-01-03
Augusta GA,520,0,Volunteers/Donations,2021-01-03
Chattanooga TN,575,0,Volunteers/Donations,2021-01-03
Columbus GA,522,0,Volunteers/Donations,2021-01-03
Dothan AL,606,0,Volunteers/Donations,2021-01-03
Jacksonville FL,561,0,Volunteers/Donations,2021-01-03
Macon GA,503,0,Volunteers/Donations,2021-01-03
Savannah GA,507,0,Volunteers/Donations,2021-01-03
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-03
Albany GA,525,0,Volunteers/Donations,2021-01-04
Atlanta GA,524,100,Volunteers/Donations,2021-01-04
Augusta GA,520,0,Volunteers/Donations,2021-01-04
Chattanooga TN,575,0,Volunteers/Donations,2021-01-04
Columbus GA,522,0,Volunteers/Donations,2021-01-04
Dothan AL,606,0,Volunteers/Donations,2021-01-04
Jacksonville FL,561,0,Volunteers/Donations,2021-01-04
Macon GA,503,0,Volunteers/Donations,2021-01-04
Savannah GA,507,0,Volunteers/Donations,2021-01-04
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-04
Albany GA,525,0,Volunteers/Donations,2021-01-05
Atlanta GA,524,100,Volunteers/Donations,2021-01-05
Augusta GA,520,0,Volunteers/Donations,2021-01-05
Chattanooga TN,575,0,Volunteers/Donations,2021-01-05
Columbus GA,522,0,Volunteers/Donations,2021-01-05
Dothan AL,606,0,Volunteers/Donations,2021-01-05
Jacksonville FL,561,0,Volunteers/Donations,2021-01-05
Macon GA,503,0,Volunteers/Donations,2021-01-05
Savannah GA,507,0,Volunteers/Donations,2021-01-05
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-05
Albany GA,525,0,Volunteers/Donations,2021-01-06
Atlanta GA,524,100,Volunteers/Donations,2021-01-06
Augusta GA,520,0,Volunteers/Donations,2021-01-06
Chattanooga TN,575,0,Volunteers/Donations,2021-01-06
Columbus GA,522,0,Volunteers/Donations,2021-01-06
Dothan AL,606,0,Volunteers/Donations,2021-01-06
Jacksonville FL,561,0,Volunteers/Donations,2021-01-06
Macon GA,503,0,Volunteers/Donations,2021-01-06
Savannah GA,507,0,Volunteers/Donations,2021-01-06
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-06
Albany GA,525,0,Volunteers/Donations,2021-01-07
Atlanta GA,524,54,Volunteers/Donations,2021-01-07
Augusta GA,520,100,Volunteers/Donations,2021-01-07
Chattanooga TN,575,0,Volunteers/Donations,2021-01-07
Columbus GA,522,0,Volunteers/Donations,2021-01-07
Dothan AL,606,0,Volunteers/Donations,2021-01-07
Jacksonville FL,561,0,Volunteers/Donations,2021-01-07
Macon GA,503,0,Volunteers/Donations,2021-01-07
Savannah GA,507,72,Volunteers/Donations,2021-01-07
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-07
Albany GA,525,100,Volunteers/Donations,2021-01-08
Atlanta GA,524,3,Volunteers/Donations,2021-01-08
Augusta GA,520,0,Volunteers/Donations,2021-01-08
Chattanooga TN,575,0,Volunteers/Donations,2021-01-08
Columbus GA,522,0,Volunteers/Donations,2021-01-08
Dothan AL,606,0,Volunteers/Donations,2021-01-08
Jacksonville FL,561,0,Volunteers/Donations,2021-01-08
Macon GA,503,53,Volunteers/Donations,2021-01-08
Savannah GA,507,32,Volunteers/Donations,2021-01-08
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-08
Albany GA,525,0,Volunteers/Donations,2021-01-09
Atlanta GA,524,18,Volunteers/Donations,2021-01-09
Augusta GA,520,0,Volunteers/Donations,2021-01-09
Chattanooga TN,575,100,Volunteers/Donations,2021-01-09
Columbus GA,522,0,Volunteers/Donations,2021-01-09
Dothan AL,606,0,Volunteers/Donations,2021-01-09
Jacksonville FL,561,0,Volunteers/Donations,2021-01-09
Macon GA,503,0,Volunteers/Donations,2021-01-09
Savannah GA,507,94,Volunteers/Donations,2021-01-09
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-09
Albany GA,525,0,Volunteers/Donations,2021-01-10
Atlanta GA,524,100,Volunteers/Donations,2021-01-10
Augusta GA,520,0,Volunteers/Donations,2021-01-10
Chattanooga TN,575,0,Volunteers/Donations,2021-01-10
Columbus GA,522,0,Volunteers/Donations,2021-01-10
Dothan AL,606,0,Volunteers/Donations,2021-01-10
Jacksonville FL,561,0,Volunteers/Donations,2021-01-10
Macon GA,503,0,Volunteers/Donations,2021-01-10
Savannah GA,507,0,Volunteers/Donations,2021-01-10
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-10
Albany GA,525,0,Volunteers/Donations,2021-01-11
Atlanta GA,524,57,Volunteers/Donations,2021-01-11
Augusta GA,520,0,Volunteers/Donations,2021-01-11
Chattanooga TN,575,0,Volunteers/Donations,2021-01-11
Columbus GA,522,0,Volunteers/Donations,2021-01-11
Dothan AL,606,0,Volunteers/Donations,2021-01-11
Jacksonville FL,561,0,Volunteers/Donations,2021-01-11
Macon GA,503,0,Volunteers/Donations,2021-01-11
Savannah GA,507,100,Volunteers/Donations,2021-01-11
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-11
Albany GA,525,0,Volunteers/Donations,2021-01-12
Atlanta GA,524,100,Volunteers/Donations,2021-01-12
Augusta GA,520,0,Volunteers/Donations,2021-01-12
Chattanooga TN,575,0,Volunteers/Donations,2021-01-12
Columbus GA,522,0,Volunteers/Donations,2021-01-12
Dothan AL,606,0,Volunteers/Donations,2021-01-12
Jacksonville FL,561,79,Volunteers/Donations,2021-01-12
Macon GA,503,0,Volunteers/Donations,2021-01-12
Savannah GA,507,0,Volunteers/Donations,2021-01-12
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-12
Albany GA,525,0,Volunteers/Donations,2021-01-13
Atlanta GA,524,100,Volunteers/Donations,2021-01-13
Augusta GA,520,0,Volunteers/Donations,2021-01-13
Chattanooga TN,575,0,Volunteers/Donations,2021-01-13
Columbus GA,522,0,Volunteers/Donations,2021-01-13
Dothan AL,606,0,Volunteers/Donations,2021-01-13
Jacksonville FL,561,0,Volunteers/Donations,2021-01-13
Macon GA,503,0,Volunteers/Donations,2021-01-13
Savannah GA,507,0,Volunteers/Donations,2021-01-13
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-13
Albany GA,525,0,Volunteers/Donations,2021-01-14
Atlanta GA,524,100,Volunteers/Donations,2021-01-14
Augusta GA,520,0,Volunteers/Donations,2021-01-14
Chattanooga TN,575,0,Volunteers/Donations,2021-01-14
Columbus GA,522,0,Volunteers/Donations,2021-01-14
Dothan AL,606,0,Volunteers/Donations,2021-01-14
Jacksonville FL,561,0,Volunteers/Donations,2021-01-14
Macon GA,503,0,Volunteers/Donations,2021-01-14
Savannah GA,507,0,Volunteers/Donations,2021-01-14
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-14
Albany GA,525,0,Volunteers/Donations,2021-01-15
Atlanta GA,524,11,Volunteers/Donations,2021-01-15
Augusta GA,520,84,Volunteers/Donations,2021-01-15
Chattanooga TN,575,0,Volunteers/Donations,2021-01-15
Columbus GA,522,0,Volunteers/Donations,2021-01-15
Dothan AL,606,0,Volunteers/Donations,2021-01-15
Jacksonville FL,561,0,Volunteers/Donations,2021-01-15
Macon GA,503,100,Volunteers/Donations,2021-01-15
Savannah GA,507,0,Volunteers/Donations,2021-01-15
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-15
Albany GA,525,0,Volunteers/Donations,2021-01-16
Atlanta GA,524,17,Volunteers/Donations,2021-01-16
Augusta GA,520,0,Volunteers/Donations,2021-01-16
Chattanooga TN,575,0,Volunteers/Donations,2021-01-16
Columbus GA,522,0,Volunteers/Donations,2021-01-16
Dothan AL,606,0,Volunteers/Donations,2021-01-16
Jacksonville FL,561,0,Volunteers/Donations,2021-01-16
Macon GA,503,100,Volunteers/Donations,2021-01-16
Savannah GA,507,0,Volunteers/Donations,2021-01-16
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-16
Albany GA,525,100,Volunteers/Donations,2021-01-17
Atlanta GA,524,9,Volunteers/Donations,2021-01-17
Augusta GA,520,0,Volunteers/Donations,2021-01-17
Chattanooga TN,575,0,Volunteers/Donations,2021-01-17
Columbus GA,522,0,Volunteers/Donations,2021-01-17
Dothan AL,606,0,Volunteers/Donations,2021-01-17
Jacksonville FL,561,0,Volunteers/Donations,2021-01-17
Macon GA,503,0,Volunteers/Donations,2021-01-17
Savannah GA,507,0,Volunteers/Donations,2021-01-17
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-17
Albany GA,525,100,Volunteers/Donations,2021-01-18
Atlanta GA,524,4,Volunteers/Donations,2021-01-18
Augusta GA,520,0,Volunteers/Donations,2021-01-18
Chattanooga TN,575,0,Volunteers/Donations,2021-01-18
Columbus GA,522,0,Volunteers/Donations,2021-01-18
Dothan AL,606,0,Volunteers/Donations,2021-01-18
Jacksonville FL,561,0,Volunteers/Donations,2021-01-18
Macon GA,503,0,Volunteers/Donations,2021-01-18
Savannah GA,507,0,Volunteers/Donations,2021-01-18
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-18
Albany GA,525,0,Volunteers/Donations,2021-01-19
Atlanta GA,524,13,Volunteers/Donations,2021-01-19
Augusta GA,520,100,Volunteers/Donations,2021-01-19
Chattanooga TN,575,0,Volunteers/Donations,2021-01-19
Columbus GA,522,0,Volunteers/Donations,2021-01-19
Dothan AL,606,0,Volunteers/Donations,2021-01-19
Jacksonville FL,561,0,Volunteers/Donations,2021-01-19
Macon GA,503,0,Volunteers/Donations,2021-01-19
Savannah GA,507,0,Volunteers/Donations,2021-01-19
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-19
Albany GA,525,0,Volunteers/Donations,2021-01-20
Atlanta GA,524,28,Volunteers/Donations,2021-01-20
Augusta GA,520,0,Volunteers/Donations,2021-01-20
Chattanooga TN,575,0,Volunteers/Donations,2021-01-20
Columbus GA,522,0,Volunteers/Donations,2021-01-20
Dothan AL,606,0,Volunteers/Donations,2021-01-20
Jacksonville FL,561,0,Volunteers/Donations,2021-01-20
Macon GA,503,100,Volunteers/Donations,2021-01-20
Savannah GA,507,0,Volunteers/Donations,2021-01-20
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-20
Albany GA,525,0,Volunteers/Donations,2021-01-21
Atlanta GA,524,28,Volunteers/Donations,2021-01-21
Augusta GA,520,0,Volunteers/Donations,2021-01-21
Chattanooga TN,575,0,Volunteers/Donations,2021-01-21
Columbus GA,522,0,Volunteers/Donations,2021-01-21
Dothan AL,606,0,Volunteers/Donations,2021-01-21
Jacksonville FL,561,0,Volunteers/Donations,2021-01-21
Macon GA,503,100,Volunteers/Donations,2021-01-21
Savannah GA,507,0,Volunteers/Donations,2021-01-21
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-21
Albany GA,525,0,Volunteers/Donations,2021-01-22
Atlanta GA,524,7,Volunteers/Donations,2021-01-22
Augusta GA,520,0,Volunteers/Donations,2021-01-22
Chattanooga TN,575,0,Volunteers/Donations,2021-01-22
Columbus GA,522,0,Volunteers/Donations,2021-01-22
Dothan AL,606,0,Volunteers/Donations,2021-01-22
Jacksonville FL,561,0,Volunteers/Donations,2021-01-22
Macon GA,503,0,Volunteers/Donations,2021-01-22
Savannah GA,507,0,Volunteers/Donations,2021-01-22
Tallahassee FL-Thomasville GA,530,100,Volunteers/Donations,2021-01-22
Albany GA,525,0,Volunteers/Donations,2021-01-23
Atlanta GA,524,27,Volunteers/Donations,2021-01-23
Augusta GA,520,0,Volunteers/Donations,2021-01-23
Chattanooga TN,575,0,Volunteers/Donations,2021-01-23
Columbus GA,522,0,Volunteers/Donations,2021-01-23
Dothan AL,606,0,Volunteers/Donations,2021-01-23
Jacksonville FL,561,0,Volunteers/Donations,2021-01-23
Macon GA,503,100,Volunteers/Donations,2021-01-23
Savannah GA,507,0,Volunteers/Donations,2021-01-23
Tallahassee FL-Thomasville GA,530,80,Volunteers/Donations,2021-01-23
Albany GA,525,0,Volunteers/Donations,2021-01-24
Atlanta GA,524,35,Volunteers/Donations,2021-01-24
Augusta GA,520,0,Volunteers/Donations,2021-01-24
Chattanooga TN,575,0,Volunteers/Donations,2021-01-24
Columbus GA,522,100,Volunteers/Donations,2021-01-24
Dothan AL,606,0,Volunteers/Donations,2021-01-24
Jacksonville FL,561,0,Volunteers/Donations,2021-01-24
Macon GA,503,0,Volunteers/Donations,2021-01-24
Savannah GA,507,0,Volunteers/Donations,2021-01-24
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-24
Albany GA,525,0,Volunteers/Donations,2021-01-25
Atlanta GA,524,34,Volunteers/Donations,2021-01-25
Augusta GA,520,0,Volunteers/Donations,2021-01-25
Chattanooga TN,575,100,Volunteers/Donations,2021-01-25
Columbus GA,522,0,Volunteers/Donations,2021-01-25
Dothan AL,606,0,Volunteers/Donations,2021-01-25
Jacksonville FL,561,0,Volunteers/Donations,2021-01-25
Macon GA,503,0,Volunteers/Donations,2021-01-25
Savannah GA,507,0,Volunteers/Donations,2021-01-25
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-25
Albany GA,525,0,Volunteers/Donations,2021-01-26
Atlanta GA,524,12,Volunteers/Donations,2021-01-26
Augusta GA,520,90,Volunteers/Donations,2021-01-26
Chattanooga TN,575,0,Volunteers/Donations,2021-01-26
Columbus GA,522,100,Volunteers/Donations,2021-01-26
Dothan AL,606,0,Volunteers/Donations,2021-01-26
Jacksonville FL,561,29,Volunteers/Donations,2021-01-26
Macon GA,503,0,Volunteers/Donations,2021-01-26
Savannah GA,507,0,Volunteers/Donations,2021-01-26
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-26
Albany GA,525,0,Volunteers/Donations,2021-01-27
Atlanta GA,524,11,Volunteers/Donations,2021-01-27
Augusta GA,520,100,Volunteers/Donations,2021-01-27
Chattanooga TN,575,0,Volunteers/Donations,2021-01-27
Columbus GA,522,0,Volunteers/Donations,2021-01-27
Dothan AL,606,0,Volunteers/Donations,2021-01-27
Jacksonville FL,561,0,Volunteers/Donations,2021-01-27
Macon GA,503,39,Volunteers/Donations,2021-01-27
Savannah GA,507,0,Volunteers/Donations,2021-01-27
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-27
Albany GA,525,0,Volunteers/Donations,2021-01-28
Atlanta GA,524,33,Volunteers/Donations,2021-01-28
Augusta GA,520,100,Volunteers/Donations,2021-01-28
Chattanooga TN,575,0,Volunteers/Donations,2021-01-28
Columbus GA,522,0,Volunteers/Donations,2021-01-28
Dothan AL,606,0,Volunteers/Donations,2021-01-28
Jacksonville FL,561,0,Volunteers/Donations,2021-01-28
Macon GA,503,0,Volunteers/Donations,2021-01-28
Savannah GA,507,0,Volunteers/Donations,2021-01-28
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-28
Albany GA,525,100,Volunteers/Donations,2021-01-29
Atlanta GA,524,17,Volunteers/Donations,2021-01-29
Augusta GA,520,0,Volunteers/Donations,2021-01-29
Chattanooga TN,575,0,Volunteers/Donations,2021-01-29
Columbus GA,522,0,Volunteers/Donations,2021-01-29
Dothan AL,606,0,Volunteers/Donations,2021-01-29
Jacksonville FL,561,0,Volunteers/Donations,2021-01-29
Macon GA,503,0,Volunteers/Donations,2021-01-29
Savannah GA,507,0,Volunteers/Donations,2021-01-29
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-29
Albany GA,525,0,Volunteers/Donations,2021-01-30
Atlanta GA,524,100,Volunteers/Donations,2021-01-30
Augusta GA,520,0,Volunteers/Donations,2021-01-30
Chattanooga TN,575,0,Volunteers/Donations,2021-01-30
Columbus GA,522,0,Volunteers/Donations,2021-01-30
Dothan AL,606,0,Volunteers/Donations,2021-01-30
Jacksonville FL,561,0,Volunteers/Donations,2021-01-30
Macon GA,503,0,Volunteers/Donations,2021-01-30
Savannah GA,507,0,Volunteers/Donations,2021-01-30
Tallahassee FL-Thomasville GA,530,0,Volunteers/Donations,2021-01-30
Albany GA,525,0,Volunteers/Donations,2021-01-31
Atlanta GA,524,44,Volunteers/Donations,2021-01-31
Augusta GA,520,0,Volunteers/Donations,2021-01-31
Chattanooga TN,575,0,Volunteers/Donations,2021-01-31
Columbus GA,522,0,Volunteers/Donations,2021-01-31
Dothan AL,606,0,Volunteers/Donations,2021-01-31
Jacksonville FL,561,0,Volunteers/Donations,2021-01-31
Macon GA,503,0,Volunteers/Donations,2021-01-31
Savannah GA,507,76,Volunteers/Donations,2021-01-31
Tallahassee FL-Thomasville GA,530,100,Volunteers/Donations,2021-01-31
Albany GA,525,100,Racial Inequality,2021-02-01
Atlanta GA,524,23,Racial Inequality,2021-02-01
Augusta GA,520,0,Racial Inequality,2021-02-01
Chattanooga TN,575,0,Racial Inequality,2021-02-01
Columbus GA,522,48,Racial Inequality,2021-02-01
Dothan AL,606,0,Racial Inequality,2021-02-01
Jacksonville FL,561,0,Racial Inequality,2021-02-01
Macon GA,503,0,Racial Inequality,2021-02-01
Savannah GA,507,0,Racial Inequality,2021-02-01
